U: ej: y: 
0.171646161564 0.078224087422 0.249870248986 
0.727799677834 -0.434980122124 0.292819555709 
0.685101323696 -0.288650032273 0.396451291423 
1.90779674981 0.108906955555 2.01670370536 
-1.26429795743 1.68754263973 0.423244682298 
0.245061435603 -0.0159196218876 0.229141813716 
-0.954140312661 -0.110932857396 -1.06507317006 
2.21512463134 0.26578658858 2.48091121992 
1.81924564989 0.0722888670018 1.8915345169 
-0.646304713787 -0.22412331419 -0.870428027977 
0.687427592255 -0.499685640796 0.187741951459 
3.01780270824 0.632805563358 3.6506082716 
-0.00255548681277 0.0628223456955 0.0602668588827 
1.9619576854 0.218659196077 2.18061688147 
0.451339241256 0.794321145092 1.24566038635 
0.868310284162 -0.371684431698 0.496625852464 
0.227730518923 -0.413117023292 -0.185386504369 
-0.248545083614 0.00653543154827 -0.242009652065 
2.0620665803 -0.540702259801 1.5213643205 
2.33300878332 0.327187786252 2.66019656957 
-0.640794766076 -0.343107629801 -0.983902395877 
-0.0596192904595 0.188580410125 0.128961119665 
-2.06435080443 -0.40618223081 -2.47053303524 
-0.466304223081 0.0492152557069 -0.417088967375 
-2.10557798881 -0.0463731495002 -2.15195113831 
-0.525343596424 -0.555973253305 -1.08131684973 
-1.70287305676 0.39606109352 -1.30681196324 
-1.30022493797 0.342441376144 -0.957783561826 
2.97334780323 -0.843944659804 2.12940314343 
5.00136697745 -0.167313198499 4.83405377895 
-2.25522304812 -0.894775143413 -3.14999819153 
1.52234436491 0.294659685747 1.81700405066 
0.0893547846937 0.536291669498 0.625646454192 
4.46106206786 -0.616565669169 3.84449639869 
-2.93251378391 0.498737797562 -2.43377598635 
-0.561820740872 0.342715290014 -0.219105450858 
1.59143223119 -0.0519707057492 1.53946152544 
0.729703694256 0.0483139115004 0.778017605757 
-0.658032147108 0.262721324893 -0.395310822215 
-1.69568398867 0.126601740233 -1.56908224844 
1.07006799731 0.57651572313 1.64658372044 
3.02499543246 -0.324075076094 2.70092035637 
-1.67799716961 0.0854203488866 -1.59257682072 
0.218514815407 0.398694655089 0.617209470496 
1.51220205211 -1.21355768165 0.298644370455 
-3.95913580181 0.310028472727 -3.64910732908 
3.33359814451 -0.447101829046 2.88649631546 
2.39690289079 0.207897080393 2.60479997118 
1.35334109272 0.484534009719 1.83787510244 
0.0981547453817 0.399052066844 0.497206812226 
-0.0856068264368 0.773371734082 0.687764907645 
-1.3856002674 -0.356065123973 -1.74166539138 
2.5016432671 0.648364003028 3.15000727013 
2.58580946362 0.13295221065 2.71876167427 
-0.918922853829 0.70694937973 -0.211973474099 
-1.12240297694 -0.106156271874 -1.22855924882 
-3.87981917745 0.457720640118 -3.42209853733 
-1.32808275329 -0.676438005622 -2.00452075891 
1.2595655366 -0.728433649156 0.531131887444 
-1.6240843189 1.29816139186 -0.325922927047 
2.43345591166 -0.300226025196 2.13322988646 
1.02279796768 -0.254298321238 0.768499646442 
3.09105667679 0.461303906063 3.55236058285 
1.73277164745 -0.429153793974 1.30361785348 
-2.40688793785 0.244411283096 -2.16247665475 
1.30889227712 -0.408523012958 0.900369264157 
-0.34996188508 -0.146216039467 -0.496177924546 
2.47032417468 -0.207716218738 2.26260795594 
-0.581164457141 0.225136725094 -0.356027732047 
0.351688348953 0.545773623059 0.897461972012 
-2.64545373879 -0.215975706133 -2.86142944492 
-1.33314568484 0.127594507493 -1.20555117735 
2.50072013002 0.371220673339 2.87194080336 
2.01000798526 0.37195691142 2.38196489668 
-4.25578519041 0.551721687454 -3.70406350295 
-2.7184759009 -0.126602741689 -2.84507864259 
-1.45597787009 -0.561885099459 -2.01786296955 
-3.18439677093 0.304608500905 -2.87978827003 
1.47816897346 0.159782508391 1.63795148185 
-1.44673622647 0.95638627881 -0.490349947656 
3.31956145092 0.427537881437 3.74709933236 
0.435036198054 0.298704039267 0.733740237321 
3.36598134257 -0.0224548214927 3.34352652108 
-2.88081126826 -0.435910493856 -3.31672176211 
2.24495260068 0.952029261178 3.19698186185 
4.00718894619 0.074046983301 4.08123592949 
-0.913678158611 0.178544783668 -0.735133374942 
4.06075673206 0.624993004354 4.68574973641 
-1.15156867743 -0.238800460448 -1.39036913788 
0.90553579266 0.0966298039035 1.00216559656 
-2.7148977177 0.402707748387 -2.31218996931 
-0.979855704635 0.00665224969894 -0.973203454936 
2.8349515881 -0.857236706104 1.977714882 
-1.40365784807 -0.790742952737 -2.19440080081 
5.20844024446 -0.0243950892386 5.18404515522 
4.96907614428 -0.247224970417 4.72185117387 
1.76141381818 0.0508404504356 1.81225426862 
-4.22162518324 0.599919566936 -3.6217056163 
3.42111803256 -1.18018295454 2.24093507802 
-3.19387610272 -0.378196259814 -3.57207236254 
-2.1900348695 -0.965323753012 -3.15535862251 
-3.76960733804 0.313692882787 -3.45591445525 
0.977935271637 -0.813748015571 0.164187256066 
1.28648818768 -0.271944960207 1.01454322747 
-3.9794765926 0.326501656968 -3.65297493563 
0.369117334372 -0.78972075324 -0.420603418867 
0.676047383845 0.509428190958 1.1854755748 
0.303307715315 -0.302362732475 0.000944982839924 
0.609607481361 -0.441009406513 0.168598074848 
-1.8450431399 -0.604991428217 -2.45003456812 
-1.71981436044 0.504538946127 -1.21527541431 
-4.48935149032 0.554615936602 -3.93473555372 
1.70708285636 0.196608858106 1.90369171447 
-1.52187247139 0.537058925585 -0.984813545806 
-0.256735128524 -0.571343318453 -0.828078446976 
-4.58916531977 0.0133353938878 -4.57582992588 
-1.78021047868 1.26006247904 -0.520147999634 
0.825207715073 -0.208584773802 0.616622941272 
4.06059237386 -0.206531510707 3.85406086316 
3.33598366782 -0.84969109526 2.48629257256 
1.05446770797 -0.421670748442 0.632796959527 
-2.81954554725 0.768403902572 -2.05114164467 
-2.22339357169 0.442681284265 -1.78071228742 
0.956026891558 0.838243741613 1.79427063317 
0.499759842854 -0.561636305522 -0.0618764626681 
1.84975909511 0.572738260302 2.42249735541 
1.16450451249 0.528721371999 1.69322588449 
5.74620206204 0.149042998485 5.89524506053 
-1.23358654257 0.140444222296 -1.09314232028 
5.21827708972 -0.491645557768 4.72663153195 
-0.612493854832 -0.4111070256 -1.02360088043 
-0.668971966524 -0.0706325551467 -0.739604521671 
3.22779241967 -0.243714645171 2.98407777449 
1.42741423045 -0.801849732005 0.625564498441 
-0.155898732774 0.0509392838484 -0.104959448926 
-2.33346926988 -0.567075142293 -2.90054441218 
