x1: x2: x3: x4: x5: x6: x7: 
-0.244095651968 0.640566827218 0.547269999774 0.943739473442 -0.903928634964 0.176928385047 -0.988834236984 
-0.564666654521 -0.431990403588 0.77554002535 -0.221118734341 0.683841093894 -0.419566100195 0.905760451234 
-0.245301362967 -0.933225527253 0.889983149351 -0.28854544245 0.577753453452 -0.135316555815 0.819753609378 
0.82796098613 -0.321688705732 0.324675982994 0.83094656181 0.9136847059 0.103220011517 -0.771002792812 
0.56008524905 0.205673014198 -0.87436053497 -0.108603973304 -0.716321134504 -0.807475573741 0.476704995843 
0.0521893750232 -0.00935275517431 0.0492547139002 0.0920896321673 0.937238736776 -0.116451862 -0.759906405089 
-0.873077555873 0.89078467375 -0.212070256118 -0.194364839822 0.31492882639 -0.55801715277 -0.322324008218 
-0.107855194617 0.398236726981 0.75288815731 1.04326798809 0.228304252332 -0.338135703631 0.238418404875 
0.313026116913 0.153251058347 0.792963050896 1.25923852458 0.166889017567 -0.301123505884 -0.564998612521 
-0.351881062188 0.103940362762 0.0241721920804 -0.223770208927 0.449383326153 -0.817846626628 0.169697302962 
-0.215858418702 -0.154778522489 0.831381889915 0.460743247142 0.469792377445 -0.613267228844 -0.0905857522122 
0.180782744393 -0.665356860335 0.809890043443 0.325314225918 0.70448324573 0.927708299937 0.734981009152 
0.605659861559 0.242183227485 -0.258214366019 0.589627021443 -0.456748568087 -0.588375493463 -0.136687169731 
-0.0938399217655 -0.19724388238 0.294389017409 0.00330351168172 0.585612435931 0.944990944898 0.424745579622 
0.254804190952 0.487832618976 0.399881178196 1.14251628654 -0.863392179702 -0.458899824243 -0.511403029466 
0.600277183007 -0.441769353636 0.235430793217 0.393936921006 -0.764857973717 -0.111499725489 0.956792439775 
0.29364508532 0.145050876943 -0.474975228919 -0.0362809682379 -0.17592061949 0.0751899885577 0.401021384749 
0.478981627194 0.546461181423 -0.630097085701 0.395344021334 -0.705617726611 -0.126615560553 -0.207001540699 
-0.612107117103 0.556723674159 0.576593742072 0.521208597546 0.767920553621 -0.274829030834 0.526556160841 
-0.499929858777 0.415642791614 0.391821162666 0.307532393921 0.751753908962 0.102433533773 0.863754851156 
-0.46441308047 -0.0393866967371 0.171970759391 -0.331830719397 0.00482369855276 -0.43936784395 0.457409116535 
0.0972053790511 -0.602330846151 -0.11519915925 -0.620326327932 0.31830160231 0.272048436207 0.590681625305 
0.513386831849 0.0589824241822 -0.625111814597 -0.0527442601472 -0.928215246189 -0.546820398379 -0.483828341151 
-0.993816497669 0.905482065882 0.692677904061 0.604341770693 -0.966894036222 -0.90040685353 0.192311423703 
-0.795485457525 0.319705346021 -0.984232635681 -1.46001444877 0.613495130048 0.922209109932 -0.721255032836 
-0.688927126626 0.193934254679 0.092798088409 -0.402196485119 0.708457329329 0.30532094919 -0.734730606286 
0.421949893978 0.074815849734 -0.498359654536 -0.00159561240612 -0.762544548306 -0.211214432637 -0.725924552582 
0.518982447565 -0.710533610749 -0.834259703041 -1.02581256781 0.957877399028 -0.55197023308 0.345491330113 
0.603580588497 0.820301721633 -0.0724503730313 1.35143023552 0.771412246836 -0.521969318725 0.0210427025036 
0.818686862474 0.132902025096 0.768251821086 1.71983900707 0.012551568802 0.778952476738 0.770183216178 
